UserGuid,culture,scenario,interface,complete,first,last,phone,dob,sex,race,email,zip,ssn,address,citizenship,website,password,username,relationship,reason,total,total_possible,percent
10,USA,Bank,A,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-,1,27,0.037037037
10,USA,Shop,A,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-,1,24,0.041666667
10,USA,Bank,B,-,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-,1,27,0.037037037
10,USA,Shop,B,-,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,-,3,24,0.125
11,USA,Bank,A,-,1,1,1,2,1,0,1,1,0,0,2,0,3,1,0,-,14,27,0.518518519
11,USA,Shop,A,-,1,1,0,2,1,0,1,0,0,0,0,0,3,1,0,-,10,24,0.416666667
11,USA,Bank,B,-,1,1,0,2,1,0,1,1,0,0,2,0,3,1,0,-,13,27,0.481481482
11,USA,Shop,B,-,1,1,1,2,1,0,1,0,0,0,0,0,3,1,0,-,11,24,0.458333333
12,USA,Bank,A,-,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,-,5,27,0.185185185
12,USA,Shop,A,-,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-,3,24,0.125
12,USA,Bank,B,-,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,-,5,27,0.185185185
12,USA,Shop,B,-,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,-,5,24,0.208333333
13,USA,Bank,A,-,1,0,0,0,0,0,1,0,0,0,0,0,3,1,0,-,6,27,0.222222222
13,USA,Shop,A,-,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-,2,24,0.083333333
13,USA,Bank,B,-,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,-,4,27,0.148148148
13,USA,Shop,B,-,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,-,5,24,0.208333333
14,USA,Bank,A,-,0,0,0,2,0,0,1,0,0,0,0,0,3,0,0,-,6,27,0.222222222
14,USA,Shop,A,-,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,-,4,24,0.166666667
14,USA,Bank,B,-,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-,1,27,0.037037037
14,USA,Shop,B,-,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-,1,24,0.041666667
15,USA,Bank,A,-,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,-,5,27,0.185185185
15,USA,Shop,A,-,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-,2,24,0.083333333
15,USA,Bank,B,-,1,1,1,2,0,0,1,0,3,0,0,0,3,1,0,-,13,27,0.481481482
15,USA,Shop,B,-,1,0,0,0,0,0,1,0,0,0,0,0,3,1,0,-,6,24,0.25
16,USA,Bank,A,-,1,1,1,2,0,0,1,1,0,3,0,0,3,1,0,-,14,27,0.518518519
16,USA,Shop,A,Yes,*,*,*,*,*,0,*,0,0,*,0,*,*,*,0,I am uncomfortable sharing this information,0,24,0
16,USA,Bank,B,-,1,1,1,2,0,0,1,1,0,3,0,0,3,1,0,-,14,27,0.518518519
16,USA,Shop,B,Yes,*,*,*,*,*,0,*,0,0,*,0,*,*,*,0,I am uncomfortable sharing this information,0,24,0
17,USA,Bank,A,-,1,1,1,2,1,0,1,1,0,0,0,0,3,1,0,-,12,27,0.444444444
17,USA,Shop,A,-,1,1,1,2,1,0,1,0,0,0,0,0,3,1,0,-,11,24,0.458333333
17,USA,Bank,B,Yes,*,*,*,*,*,0,*,*,*,*,0,0,*,*,0,I am uncomfortable sharing this information,0,27,0
17,USA,Shop,B,Yes,0,0,*,*,0,0,*,0,0,*,0,0,*,*,0,I am uncomfortable sharing this information,0,24,0
18,USA,Bank,A,-,1,1,0,2,0,0,1,0,0,0,0,0,3,1,0,-,9,27,0.333333333
18,USA,Shop,A,-,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,-,5,24,0.208333333
18,USA,Bank,B,-,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,-,4,27,0.148148148
18,USA,Shop,B,-,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-,2,24,0.083333333
19,USA,Bank,A,-,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,-,5,27,0.185185185
19,USA,Shop,A,-,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,-,5,24,0.208333333
19,USA,Bank,B,-,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,-,5,27,0.185185185
19,USA,Shop,B,-,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,-,5,24,0.208333333
20,USA,Bank,A,-,1,1,0,2,0,0,1,0,0,0,0,0,3,0,0,-,8,27,0.296296296
20,USA,Shop,A,-,1,0,0,0,0,0,1,0,0,0,0,0,3,1,0,-,6,24,0.25
20,USA,Bank,B,-,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,-,4,27,0.148148148
20,USA,Shop,B,-,1,0,0,0,0,0,1,0,0,0,0,0,3,1,0,-,6,24,0.25
21,USA,Bank,A,-,1,1,0,2,0,0,0,0,3,3,0,0,3,0,2,-,15,27,0.555555556
21,USA,Shop,A,-,1,1,1,2,0,0,1,0,0,3,0,3,3,1,0,-,16,24,0.666666667
21,USA,Bank,B,-,1,1,1,2,0,0,1,1,3,0,2,0,3,1,2,-,18,27,0.666666667
21,USA,Shop,B,-,1,1,0,2,1,0,1,0,0,3,0,3,3,1,0,-,16,24,0.666666667
22,USA,Bank,A,-,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,-,5,27,0.185185185
22,USA,Shop,A,-,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,-,5,24,0.208333333
22,USA,Bank,B,-,1,0,0,0,0,0,1,0,0,0,0,0,3,1,0,-,6,27,0.222222222
22,USA,Shop,B,-,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,-,5,24,0.208333333
23,USA,Bank,A,-,1,1,1,2,1,0,1,1,3,3,2,0,3,1,0,-,20,27,0.740740741
23,USA,Shop,A,-,1,1,0,0,0,0,1,0,0,3,0,0,3,1,0,-,10,24,0.416666667
23,USA,Bank,B,-,1,1,1,2,1,0,1,1,3,3,2,0,3,1,0,-,20,27,0.740740741
23,USA,Shop,B,-,1,0,0,0,0,0,1,0,0,3,0,0,3,1,0,-,9,24,0.375
24,USA,Bank,A,-,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-,2,27,0.074074074
24,USA,Shop,A,-,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,-,4,24,0.166666667
24,USA,Bank,B,-,1,1,0,0,0,0,1,0,0,0,0,0,3,1,0,-,7,27,0.259259259
24,USA,Shop,B,-,1,1,0,0,0,0,1,0,0,0,0,0,3,1,0,-,7,24,0.291666667
25,USA,Bank,A,-,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-,2,27,0.074074074
25,USA,Shop,A,-,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,-,4,24,0.166666667
25,USA,Bank,B,-,1,1,0,0,0,0,1,0,0,0,0,0,3,1,0,-,7,27,0.259259259
25,USA,Shop,B,-,1,1,0,0,0,0,1,0,0,0,0,0,3,1,0,-,7,24,0.291666667
26,USA,Bank,A,-,0,0,0,0,1,2,1,1,0,0,2,0,0,1,0,-,8,27,0.296296296
26,USA,Shop,A,-,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-,2,24,0.083333333
26,USA,Bank,B,-,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,-,5,27,0.185185185
26,USA,Shop,B,-,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,-,3,24,0.125
27,USA,Bank,A,-,1,1,0,0,0,0,1,0,0,0,0,0,3,1,0,-,7,27,0.259259259
27,USA,Shop,A,-,1,1,0,0,0,0,1,0,0,0,0,0,3,1,0,-,7,24,0.291666667
27,USA,Bank,B,-,1,0,0,2,0,0,1,0,0,0,0,0,3,1,0,-,8,27,0.296296296
27,USA,Shop,B,-,1,1,0,0,0,0,1,0,0,0,0,0,3,1,0,-,7,24,0.291666667
28,USA,Bank,A,-,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,-,4,27,0.148148148
28,USA,Shop,A,-,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,-,6,24,0.25
28,USA,Bank,B,-,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,-,6,27,0.222222222
28,USA,Shop,B,-,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,-,5,24,0.208333333
29,USA,Bank,A,-,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,-,4,27,0.148148148
29,USA,Shop,A,-,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,-,5,24,0.208333333
29,USA,Bank,B,-,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,-,4,27,0.148148148
29,USA,Shop,B,-,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,-,4,24,0.166666667
30,USA,Bank,A,-,1,0,0,0,0,0,1,0,0,0,0,0,3,1,0,-,6,27,0.222222222
30,USA,Shop,A,-,1,0,0,0,0,0,1,0,0,0,0,0,3,1,0,-,6,24,0.25
30,USA,Bank,B,-,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-,2,27,0.074074074
30,USA,Shop,B,-,1,1,0,0,0,0,1,0,0,0,0,0,3,1,0,-,7,24,0.291666667
31,USA,Bank,A,-,1,1,0,0,0,0,1,0,0,0,0,0,3,1,0,-,7,27,0.259259259
31,USA,Shop,A,-,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,-,5,24,0.208333333
31,USA,Bank,B,-,1,0,0,2,0,0,1,0,0,0,0,0,3,1,0,-,8,27,0.296296296
31,USA,Shop,B,-,1,0,0,0,0,0,1,0,0,0,0,0,3,1,0,-,6,24,0.25
32,USA,Bank,A,-,1,1,1,2,0,0,1,0,0,0,0,0,3,1,0,-,10,27,0.37037037
32,USA,Shop,A,-,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,-,5,24,0.208333333
32,USA,Bank,B,-,1,1,1,2,0,0,1,0,0,0,0,0,3,1,0,-,10,27,0.37037037
32,USA,Shop,B,-,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,-,5,24,0.208333333
33,USA,Bank,A,-,1,1,1,2,0,0,1,0,0,0,0,0,3,1,0,-,10,27,0.37037037
33,USA,Shop,A,-,1,1,1,0,0,0,1,0,0,3,0,0,3,1,0,-,11,24,0.458333333
33,USA,Bank,B,-,1,1,1,2,0,0,1,0,0,0,0,0,3,1,2,-,12,27,0.444444444
33,USA,Shop,B,-,1,1,1,0,0,0,1,0,0,3,0,0,3,1,0,-,11,24,0.458333333
34,USA,Bank,A,-,1,1,1,2,1,2,1,1,0,3,2,0,0,1,2,-,18,27,0.666666667
34,USA,Shop,A,-,1,1,1,2,1,0,1,0,0,3,0,3,0,1,0,-,14,24,0.583333333
34,USA,Bank,B,-,1,1,1,2,1,0,1,1,3,3,2,0,0,1,2,-,19,27,0.703703704
34,USA,Shop,B,-,1,1,1,2,1,0,1,0,0,3,0,0,0,1,0,-,11,24,0.458333333
35,USA,Bank,A,-,1,1,1,2,1,0,1,0,0,0,0,0,3,1,0,-,11,27,0.407407407
35,USA,Shop,A,-,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,-,5,24,0.208333333
35,USA,Bank,B,-,1,1,1,2,0,0,1,0,0,0,0,0,3,1,0,-,10,27,0.37037037
35,USA,Shop,B,-,0,0,0,2,0,0,1,0,0,0,0,0,3,1,0,-,7,24,0.291666667
36,USA,Bank,A,-,1,1,1,2,0,0,1,1,0,0,0,0,3,1,0,-,11,27,0.407407407
36,USA,Shop,A,-,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,-,5,24,0.208333333
36,USA,Bank,B,-,1,1,1,2,0,0,1,0,0,0,0,0,3,1,0,-,10,27,0.37037037
36,USA,Shop,B,-,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,-,5,24,0.208333333
37,USA,Bank,A,-,1,1,1,2,1,2,1,1,0,3,2,0,3,1,0,-,19,27,0.703703704
37,USA,Shop,A,-,1,1,0,2,1,0,1,0,0,3,0,0,3,1,0,-,13,24,0.541666667
37,USA,Bank,B,-,1,1,1,2,1,0,1,1,0,3,2,0,3,1,0,-,17,27,0.62962963
37,USA,Shop,B,-,1,1,1,2,1,0,1,0,0,3,0,0,3,1,0,-,14,24,0.583333333
38,USA,Bank,A,-,1,1,1,2,1,2,1,1,0,3,2,0,3,1,2,-,21,27,0.777777778
38,USA,Shop,A,-,1,1,1,0,1,0,1,0,0,3,0,0,3,1,0,-,12,24,0.5
38,USA,Bank,B,-,1,1,1,2,1,0,1,1,0,3,2,0,3,1,0,-,17,27,0.62962963
38,USA,Shop,B,-,1,1,1,0,1,0,1,0,0,3,0,0,3,1,0,-,12,24,0.5
39,USA,Bank,A,-,1,1,1,2,0,0,1,1,0,3,0,0,3,1,0,-,14,27,0.518518519
39,USA,Shop,A,-,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,-,5,24,0.208333333
39,USA,Bank,B,-,1,1,1,2,0,0,1,0,0,0,0,0,3,1,0,-,10,27,0.37037037
39,USA,Shop,B,-,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,-,5,24,0.208333333
40,USA,Bank,A,-,1,1,0,0,0,0,1,0,0,0,0,0,3,1,0,-,7,27,0.259259259
40,USA,Shop,A,-,1,1,0,0,0,0,1,0,0,0,0,0,3,1,0,-,7,24,0.291666667
40,USA,Bank,B,-,1,1,0,0,0,0,1,0,0,0,0,0,3,1,0,-,7,27,0.259259259
40,USA,Shop,B,-,1,1,1,2,0,0,1,0,0,0,0,0,3,1,0,-,10,24,0.416666667
41,USA,Bank,A,-,1,1,0,2,1,2,0,0,0,0,0,0,0,0,2,-,9,27,0.333333333
41,USA,Shop,A,-,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-,4,24,0.166666667
41,USA,Bank,B,-,1,1,1,2,0,0,1,0,0,0,0,0,3,1,0,-,10,27,0.37037037
41,USA,Shop,B,-,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,-,5,24,0.208333333
42,USA,Bank,A,-,1,1,0,2,1,2,1,0,3,3,2,0,3,1,0,-,20,27,0.740740741
42,USA,Shop,A,-,1,1,1,0,1,0,0,0,0,0,0,0,3,1,0,-,8,24,0.333333333
42,USA,Bank,B,-,1,1,1,0,0,0,1,0,0,3,2,0,0,0,2,-,11,27,0.407407407
42,USA,Shop,B,-,1,1,1,0,0,0,1,0,0,3,0,0,3,1,0,-,11,24,0.458333333
43,USA,Bank,A,-,1,1,1,2,1,0,1,1,3,3,2,0,3,1,0,-,20,27,0.740740741
43,USA,Shop,A,-,1,1,1,2,0,0,1,0,0,3,0,0,3,1,0,-,13,24,0.541666667
43,USA,Bank,B,-,1,1,1,2,0,0,1,1,3,3,2,0,3,1,0,-,19,27,0.703703704
43,USA,Shop,B,-,1,1,1,2,0,0,1,0,0,3,0,0,3,1,0,-,13,24,0.541666667
44,USA,Bank,A,-,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,-,4,27,0.148148148
44,USA,Shop,A,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-,1,24,0.041666667
44,USA,Bank,B,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,1,27,0.037037037
44,USA,Shop,B,-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-,1,24,0.041666667
45,USA,Bank,A,-,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,-,4,27,0.148148148
45,USA,Shop,A,-,1,1,1,2,1,0,1,0,0,3,0,0,3,1,0,-,14,24,0.583333333
45,USA,Bank,B,-,1,1,1,2,0,0,1,0,3,3,0,0,0,0,0,-,12,27,0.444444444
45,USA,Shop,B,-,1,1,0,2,0,0,1,0,0,0,0,0,3,1,0,-,9,24,0.375
46,USA,Bank,A,-,1,0,0,2,0,0,0,0,0,3,0,0,0,0,0,-,6,27,0.222222222
46,USA,Shop,A,-,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,-,5,24,0.208333333
46,USA,Bank,B,-,0,1,1,0,0,0,0,0,0,0,2,0,3,0,0,-,7,27,0.259259259
46,USA,Shop,B,-,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-,4,24,0.166666667
47,USA,Bank,A,-,1,1,1,2,1,0,1,1,0,3,0,0,3,1,0,-,15,27,0.555555556
47,USA,Shop,A,Yes,*,*,*,*,*,0,*,0,0,*,0,*,0,0,0,I do not trust this company with this information,0,24,0
47,USA,Bank,B,-,1,1,1,2,1,0,1,1,0,3,0,0,3,1,0,-,15,27,0.555555556
47,USA,Shop,B,-,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,-,5,24,0.208333333
48,USA,Bank,A,-,1,1,1,2,1,2,1,1,3,3,2,0,3,1,2,-,24,27,0.888888889
48,USA,Shop,A,-,1,1,1,2,1,0,1,0,0,3,0,3,3,1,0,-,17,24,0.708333333
48,USA,Bank,B,-,1,1,1,2,1,0,1,1,3,3,2,0,3,1,2,-,22,27,0.814814815
48,USA,Shop,B,-,1,1,1,2,1,0,1,0,0,3,0,3,3,1,0,-,17,24,0.708333333
49,USA,Bank,A,-,1,1,1,2,1,2,1,1,3,3,2,0,3,1,2,-,24,27,0.888888889
49,USA,Shop,A,-,1,1,1,2,1,0,1,0,0,3,0,3,3,1,0,-,17,24,0.708333333
49,USA,Bank,B,-,1,1,1,2,1,0,1,1,3,3,2,0,3,1,2,-,22,27,0.814814815
49,USA,Shop,B,-,1,1,1,2,1,0,1,0,0,3,0,3,3,1,0,-,17,24,0.708333333
50,USA,Bank,A,-,1,1,0,0,1,2,1,1,0,3,0,0,0,0,0,-,10,27,0.37037037
50,USA,Shop,A,-,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,-,3,24,0.125
50,USA,Bank,B,-,1,1,0,2,1,0,1,0,0,3,2,0,0,0,2,-,13,27,0.481481482
50,USA,Shop,B,-,0,0,0,2,1,0,1,0,0,3,0,0,3,1,0,-,11,24,0.458333333
51,USA,Bank,A,-,1,1,1,2,1,2,1,1,3,3,2,0,3,1,2,-,24,27,0.888888889
51,USA,Shop,A,-,1,1,1,2,1,0,1,0,0,3,0,3,0,1,0,-,14,24,0.583333333
51,USA,Bank,B,-,1,1,1,2,1,0,1,1,0,3,2,0,0,1,2,-,16,27,0.592592593
51,USA,Shop,B,-,1,1,1,2,1,0,1,0,0,3,0,3,0,1,0,-,14,24,0.583333333
52,USA,Bank,A,-,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,-,4,27,0.148148148
52,USA,Shop,A,-,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,-,5,24,0.208333333
52,USA,Bank,B,-,0,0,1,2,0,0,0,0,0,0,0,0,3,1,0,-,7,27,0.259259259
52,USA,Shop,B,-,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,-,5,24,0.208333333
53,USA,Bank,A,-,1,1,1,2,0,0,1,1,0,3,0,0,3,1,0,-,14,27,0.518518519
53,USA,Shop,A,-,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,-,5,24,0.208333333
53,USA,Bank,B,-,1,1,1,2,0,0,1,1,0,3,0,0,3,1,0,-,14,27,0.518518519
53,USA,Shop,B,-,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,-,5,24,0.208333333
54,USA,Bank,A,-,1,1,1,2,0,0,1,1,3,3,2,0,0,1,0,-,16,27,0.592592593
54,USA,Shop,A,-,1,1,1,0,0,0,1,0,0,3,0,0,0,1,0,-,8,24,0.333333333
54,USA,Bank,B,-,1,1,1,2,0,0,1,1,0,3,0,0,0,1,0,-,11,27,0.407407407
54,USA,Shop,B,-,1,1,1,0,0,0,1,0,0,3,0,0,0,1,0,-,8,24,0.333333333
55,USA,Bank,A,Yes,*,*,*,*,0,0,*,*,*,0,*,0,*,*,0,I am uncomfortable sharing this information,0,27,0
55,USA,Shop,A,Yes,*,*,*,*,0,0,*,0,0,*,0,*,*,*,0,I am uncomfortable sharing this information,0,24,0
55,USA,Bank,B,-,1,1,1,2,0,0,1,0,0,3,0,0,3,1,0,-,13,27,0.481481482
55,USA,Shop,B,-,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,-,4,24,0.166666667
56,USA,Bank,A,-,1,1,1,2,1,2,1,1,3,3,2,0,3,1,0,-,22,27,0.814814815
56,USA,Shop,A,-,1,1,1,2,0,0,1,0,0,3,0,0,3,1,0,-,13,24,0.541666667
56,USA,Bank,B,-,1,1,1,2,0,0,1,1,3,3,2,0,3,1,0,-,19,27,0.703703704
56,USA,Shop,B,-,1,1,1,0,0,0,1,0,0,3,0,0,3,1,0,-,11,24,0.458333333
57,USA,Bank,A,-,1,1,1,2,0,0,1,0,0,0,0,0,3,1,0,-,10,27,0.37037037
57,USA,Shop,A,-,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,-,5,24,0.208333333
57,USA,Bank,B,-,1,1,1,2,0,0,1,0,0,0,0,0,3,1,0,-,10,27,0.37037037
57,USA,Shop,B,-,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,-,5,24,0.208333333
58,USA,Bank,A,-,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,-,5,27,0.185185185
58,USA,Shop,A,-,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,-,5,24,0.208333333
58,USA,Bank,B,-,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,-,5,27,0.185185185
58,USA,Shop,B,-,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,-,3,24,0.125
59,USA,Bank,A,-,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-,3,27,0.111111111
59,USA,Shop,A,-,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-,3,24,0.125
59,USA,Bank,B,-,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-,3,27,0.111111111
59,USA,Shop,B,-,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-,1,24,0.041666667
60,Korea,Bank,A,-,1,1,1,2,0,0,1,1,3,0,2,0,3,1,0,-,16,27,0.592592593
60,Korea,Shop,A,-,0,0,1,2,0,0,1,0,0,0,0,0,3,1,0,-,8,24,0.333333333
60,Korea,Bank,B,-,1,1,1,2,0,0,1,1,3,0,2,0,3,1,0,-,16,27,0.592592593
60,Korea,Shop,B,-,0,0,1,0,0,0,1,0,0,0,0,0,3,1,0,-,6,24,0.25
61,Korea,Bank,A,Yes,*,*,*,*,*,*,*,*,*,*,*,0,*,0,*,I do not know why the company needs or wants this information,0,27,0
61,Korea,Shop,A,Yes,*,*,*,*,*,0,*,0,0,*,0,*,*,0,0,I do not know why the company needs or wants this information,0,24,0
61,Korea,Bank,B,Yes,*,*,*,*,*,*,*,*,*,*,*,0,*,0,*,I do not know why the company needs or wants this information,0,27,0
61,Korea,Shop,B,Yes,*,*,*,*,*,0,*,0,0,*,0,*,*,0,0,I do not know why the company needs or wants this information,0,24,0
62,Korea,Bank,A,-,1,1,1,2,0,0,1,0,0,0,0,0,3,1,0,-,10,27,0.37037037
62,Korea,Shop,A,-,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,-,5,24,0.208333333
